,wc
1056,0.00044695567
1057,0.0008173296
1058,0.0005069049
1059,0.00090969633
1060,0.00040622614
1061,0.0004903497
1062,0.00033261813
1063,0.00021922961
1064,0.00091579556
1065,0.00056132954
1066,0.0005693985
1067,0.00036374852
1068,0.00025842898
1069,0.00016597006
1070,0.00031733327
1071,0.00045691524
1072,0.00072042644
1073,0.00022585504
1074,0.00037518237
1075,0.00071158074
1076,0.00062930305
1077,0.0003707148
1078,0.00046762358
1079,0.00013622642
1080,0.00041980576
1081,0.00032742508
1082,0.0005105706
1083,0.000605125
1084,0.0003074659
1085,0.0003803568
1086,0.00054001715
1087,0.0003599422
1088,0.00016363431
1089,0.00048980396
1090,0.00078772474
1091,0.0003858013
1092,0.0004358301
1093,0.00027529895
1094,0.000141453
1095,0.00021942705
1096,0.0002473388
1097,0.0005822601
1098,0.0003425805
1099,0.0004161205
1100,0.00025621802
1101,0.00045833085
1102,0.00014110748
1103,0.00048883073
1104,0.00024846103
1105,0.0034445152
1106,0.00040403008
1107,0.00012915488
1108,0.0001815753
1109,0.00021769293
1110,0.00012956932
1111,0.00076065026
1112,0.0001822738
1113,0.00077322125
1114,0.00021873973
1115,0.0005842401
1116,0.00020013843
1117,0.00011278875
1118,0.0007963227
1119,0.00041641667
1120,0.00025466923
1121,0.00093533844
1122,0.0001929421
1123,0.000492841
1124,0.00021221582
1125,0.00045865215
1126,0.0005225772
1127,0.00022399426
1128,0.000221489
1129,0.00014265813
1130,0.0004416611
1131,0.0005465755
1132,0.0007854132
1133,0.00023478922
1134,0.00016877148
1135,0.00021905731
1136,0.0003915485
1137,0.00030811597
1138,0.0003931662
1139,0.00029084831
1140,0.0002839882
1141,0.00036443584
1142,0.00015150104
1143,0.0004045926
1144,0.0004404774
1145,0.00032386836
1146,0.0003185952
1147,0.00029366557
1148,0.00021284539
1149,0.00034335908
1150,0.00033719838
1151,0.0004180288
1152,0.00022649672
1153,0.00020111632
1154,0.00022174232
1155,0.00026801322
1156,0.0003777854
1157,0.00022033509
1158,0.00030135363
1159,0.00042589288
1160,0.00023455545
1161,0.00024342816
1162,0.00014881883
1163,0.00023118407
1164,0.00032488257
1165,0.00050023664
1166,0.0012854468
1167,0.00023281854
1168,0.00019293372
1169,7.7159144e-05
1170,0.00035689957
1171,0.00030982867
1172,0.00038532726
1173,0.0002709739
1174,0.00038802158
1175,0.00020768028
1176,0.00013107341
1177,0.0001913514
1178,0.00038241502
1179,0.00014863629
1180,0.00042649638
1181,0.000301281
1182,0.00023745466
1183,0.00030134805
1184,0.00021166634
1185,0.00037933514
1186,0.00049361493
1187,0.00023704767
1188,0.00013692584
1189,0.0002540853
1190,0.00043347664
1191,0.00023381785
1192,7.4068084e-05
1193,0.00021258555
1194,0.00033057667
1195,0.00033342745
1196,0.00042396504
1197,0.00023362692
1198,0.00023359153
1199,3.6437996e-05
1200,0.00024961587
1201,0.00013877265
1202,0.0001596529
1203,0.00033435598
1204,0.00039716437
1205,0.00020108931
1206,0.00014965795
1207,0.0002377322
1208,0.0002501905
1209,0.00021841563
1210,0.0003834786
1211,0.00023303553
1212,0.00022234116
1213,0.00029197056
1214,0.00019139983
1215,0.000110536814
1216,0.00059744157
1217,0.00019869022
1218,0.00020330492
1219,0.0002535805
1220,0.00016530417
1221,0.00025696773
1222,0.00019187573
1223,0.00018463843
1224,0.0002477495
1225,0.0006758068
1226,0.00010585226
1227,0.00018276367
1228,0.00019801129
1229,0.00015791599
1230,0.00018875115
1231,0.00028377026
1232,0.0002596043
1233,0.00016171765
1234,0.00030900352
1235,0.00012695976
1236,0.00020804629
1237,0.00027418789
1238,0.00049040746
1239,0.00013768766
1240,0.00027373526
1241,0.00022887252
1242,0.00023653451
1243,0.00023059174
1244,0.0002271831
1245,0.0001388425
1246,0.00026359875
1247,0.00020071026
1248,0.00013335515
1249,0.00021731667
1250,0.00026969798
1251,0.00012132898
1252,0.00021016039
1253,9.670481e-05
1254,0.0003367765
1255,0.00020151306
1256,0.00025118887
1257,0.00026115682
1258,0.0001330208
1259,0.000115783885
1260,0.00020688865
1261,0.00015513413
1262,0.00026072748
1263,0.00018574763
1264,0.000117938034
1265,0.00024487544
1266,0.00019309111
1267,0.00024573226
1268,0.00014104228
1269,0.00012100302
1270,0.000248231
1271,0.0002966281
1272,7.756427e-05
1273,0.00013449602
1274,0.00012978353
1275,0.00025908835
1276,0.0001780456
1277,0.00017443672
1278,0.0001506349
1279,0.00021791086
1280,0.0001847865
1281,0.00014110934
1282,0.00026445556
1283,0.00015543215
1284,0.0001871027
1285,0.00016930979
1286,0.00058338325
1287,0.00014207978
1288,0.00010458473
1289,0.00014746841
1290,0.00029741507
1291,0.000108558685
1292,0.00015273876
1293,0.00039907638
1294,0.00028746668
1295,0.00010750163
1296,0.0001029009
1297,6.7378394e-05
1298,0.0003938796
1299,0.00013560057
1300,0.00018492062
1301,0.00013834983
1302,0.0002546832
1303,9.786151e-05
1304,0.0001511611
1305,0.0002801856
1306,0.0002187891
1307,0.00017692707
1308,0.0001379326
1309,0.00012339931
1310,0.00022744387
1311,9.57055e-05
