,wc
1556,8.076336e-05
1557,7.339846e-05
1558,5.9809536e-06
1559,9.791553e-05
1560,7.5448304e-05
1561,5.8969483e-05
1562,0.00018654298
1563,2.447702e-05
1564,8.5864216e-05
1565,0.00010971166
1566,6.606337e-05
1567,6.1210245e-05
1568,6.771181e-05
1569,0.00013738126
1570,6.937049e-05
1571,7.302035e-05
1572,0.00010498706
1573,7.083267e-05
1574,9.696465e-05
1575,8.395221e-05
1576,4.4858083e-05
1577,0.000114833936
1578,5.6822784e-05
1579,0.000121649355
1580,7.977616e-05
1581,6.176438e-05
1582,5.3042546e-05
1583,8.125324e-05
1584,5.0210394e-05
1585,0.00010885857
1586,0.00014965516
1587,5.4281205e-05
1588,4.7569163e-05
1589,6.333925e-05
1590,6.5892e-05
1591,0.000130984
1592,0.00015003514
1593,0.00010056887
1594,8.7524764e-05
1595,4.5120716e-05
1596,4.6367757e-05
1597,9.371061e-05
1598,6.694812e-05
1599,5.0920993e-05
1600,0.000101496466
1601,4.763808e-05
1602,8.026324e-05
1603,8.881278e-05
1604,6.322004e-05
1605,8.2370825e-05
1606,7.458124e-05
1607,8.5074455e-05
1608,5.602464e-05
1609,4.3788925e-05
1610,7.174071e-05
1611,9.294599e-05
1612,6.1752275e-05
1613,7.11875e-05
1614,4.843436e-05
1615,5.3022988e-05
1616,9.6214935e-05
1617,6.765127e-05
1618,4.422851e-05
1619,5.1626936e-05
1620,9.066053e-05
1621,4.8416667e-05
1622,4.1774474e-05
1623,0.00010571722
1624,0.000103319995
1625,5.5976212e-05
1626,0.00012289919
1627,9.9538825e-05
1628,7.16215e-05
1629,3.764406e-05
1630,7.092673e-05
1631,5.0459057e-05
1632,9.519234e-05
1633,8.3711e-05
1634,4.267879e-05
1635,0.000100214966
1636,8.923933e-05
1637,4.6917237e-05
1638,5.9239566e-05
1639,6.80238e-05
1640,5.310215e-05
1641,3.991835e-05
1642,4.582759e-05
1643,9.6419826e-05
1644,3.3861026e-05
1645,8.3202496e-05
1646,9.7848475e-05
1647,7.074699e-05
1648,7.37682e-05
1649,5.7082623e-05
1650,6.1513856e-05
1651,7.231068e-05
1652,6.1780214e-05
1653,0.00012520049
1654,9.4849616e-05
1655,4.3325126e-05
1656,0.00011306163
1657,5.5716373e-05
1658,6.105658e-05
1659,5.0438568e-05
1660,6.689504e-05
1661,7.305294e-05
1662,6.38878e-05
1663,3.8625672e-05
1664,5.6089833e-05
1665,7.411931e-05
1666,5.0000846e-05
1667,8.2364306e-05
1668,5.8040954e-05
1669,4.1829422e-05
1670,7.683225e-05
1671,4.853867e-05
1672,5.6519173e-05
1673,3.7069432e-05
1674,4.9322844e-05
1675,9.4439834e-05
1676,6.559398e-05
1677,5.1443465e-05
1678,4.300289e-05
1679,3.7034042e-05
1680,7.3900446e-05
1681,3.339164e-05
1682,0.000113678165
1683,2.7505681e-05
1684,8.8687986e-05
1685,4.8380345e-05
1686,0.000116895884
1687,4.9710274e-05
1688,5.5370852e-05
1689,6.336346e-05
1690,6.357115e-05
1691,7.598568e-05
1692,6.3238665e-05
1693,5.3920783e-05
1694,4.8896298e-05
1695,7.282756e-05
1696,8.732639e-05
1697,4.9114227e-05
1698,4.3069944e-05
1699,4.7921203e-05
1700,7.129833e-05
1701,3.202539e-05
1702,2.9576942e-05
1703,6.167777e-05
1704,5.4684468e-05
1705,6.617606e-05
1706,8.728076e-05
1707,4.2837113e-05
1708,5.2413903e-05
1709,6.9357455e-05
1710,4.2324886e-05
1711,7.690489e-05
1712,0.00010551885
1713,3.749691e-05
1714,7.9595484e-05
1715,4.174467e-05
1716,4.5922585e-05
1717,2.6326627e-05
1718,9.847339e-05
1719,4.372932e-05
1720,8.1603415e-05
1721,6.073434e-05
1722,7.435493e-05
1723,3.074296e-05
1724,4.2656437e-05
1725,8.9732e-05
1726,1.7704442e-05
1727,4.5865774e-05
1728,4.6773814e-05
1729,7.183291e-05
