,acc
0,54.354354354354356
1,62.631315657828914
2,65.68856285428477
3,68.54213553388347
4,70.11402280456092
5,71.86197699616602
6,73.05329332761823
7,73.8592324040505
8,74.75275030558952
9,75.47754775477547
10,76.08873533957633
11,76.63971997666472
12,77.16747442110932
13,77.57696978355597
14,77.93852923528235
15,78.31739483717732
16,78.46932172480734
17,78.77659869992777
18,79.0199484183378
19,79.33396669833492
20,79.6466498404686
21,79.91726896677122
22,80.09913474498892
23,80.32001333388891
24,80.62722508900356
25,80.8531097349898
26,81.01781547464721
27,81.21361477195614
28,81.34763267698887
29,81.4860495349845
30,81.60263234297881
31,81.73692927903997
32,81.86914754992576
33,82.00535309862055
34,82.1594902711506
35,82.23006194616516
36,82.36438822670883
37,82.47585462775336
38,82.59955383471372
39,82.69956748918723
40,82.84836215517451
41,82.96388009238315
42,83.08565315472453
43,83.1996181731403
44,83.31074023867197
45,83.3887693210722
46,83.42730696397795
47,83.5538240380008
48,83.63435988489562
49,83.71567431348628
50,83.80948646051884
51,83.89392103694301
52,83.94498009396403
53,83.99414803977851
54,84.02698230876925
55,84.06935838139967
56,84.12603729889999
57,84.18421007258746
58,84.21159680672554
59,84.27473791229853
60,87.38738738738739
61,88.24412206103051
62,87.92930976992331
63,87.59689922480621
64,87.6375275055011
65,87.8979829971662
66,87.88398342620374
67,87.84848106013251
68,87.86531836870763
69,88.05880588058805
70,88.18074370397309
71,88.1073422785232
72,88.099084544965
73,87.98485606114723
74,88.00586705780385
75,87.98674917182323
76,88.04635566798046
77,87.87154841935663
78,87.86251907995158
79,87.91939596979849
80,87.98990428115624
81,87.99490885949362
82,88.02991434410191
83,87.99116629859577
84,88.09952398095923
85,88.03415515981384
86,88.08474387940294
87,88.15671988285295
88,88.14097037828891
89,88.15293843128104
90,88.11897157972838
91,88.15275477358668
92,88.25115912603412
93,88.27318450542663
94,88.29395125575016
95,88.266340731687
96,88.26454769047812
97,88.30495539356299
98,88.35611169517168
99,88.40721018025451
100,88.43386424059123
101,88.46639205695374
102,88.48577873904044
103,88.52246641969136
104,88.57530167337052
105,88.59540424791844
106,88.63592842400902
107,88.63517989958125
108,88.6467070756546
109,88.65977319546391
110,88.6821310221769
111,88.68055154906826
112,88.68280533594974
113,88.6812718754051
114,88.70706740122547
115,88.71586992624869
116,88.6962929174196
117,88.69980516905464
118,88.72353768707944
119,88.75647927465458
120,89.7897897897898
121,89.7448724362181
122,88.86295431810603
123,89.09727431857965
124,89.35787157431486
125,89.48158026337723
126,89.56993856265181
127,89.68621077634704
128,89.62106900766751
129,89.77897789778977
130,89.98090735521411
131,90.08250687557296
132,90.03000230786984
133,89.99928566326166
134,89.97933195546369
135,90.04937808613039
136,90.01705982704866
137,89.99944441357853
138,89.95736617716722
139,89.97949897494875
140,90.06619362826801
141,90.04500204554752
142,90.02565328927345
143,90.0329180382516
144,90.05160206408256
145,90.08808031078118
146,90.05148338827364
147,90.09964641594343
148,90.11690058277871
149,90.09966998899964
150,90.09322881383271
151,90.09031532235382
152,90.07848722688567
153,90.16147533750993
154,90.1625760736021
155,90.18861635045418
156,90.18081569772156
157,90.18395220926867
158,90.22026205800148
159,90.21725543138578
160,90.22171272470061
