,acc
0,21.52152152152152
1,26.063031515757878
2,27.64254751583861
3,29.857464366091524
4,30.82616523304661
5,32.338723120520086
6,33.17616802400343
7,34.154269283660454
8,34.97055228358707
9,35.76357635763576
10,36.39421765615056
11,37.12809400783399
12,37.84137241326256
13,38.43131652260876
14,38.92259483965598
15,39.252453278329895
16,39.70233543149597
17,40.16334240791155
18,40.67582504342334
19,40.94204710235512
20,41.33530168103243
21,41.73826083003773
22,42.16270272620549
23,42.572607191966334
24,42.92971718868755
25,43.228585714835184
26,43.40901514870921
27,43.805135897710635
28,44.056691610055516
29,44.36481216040535
30,44.630471950708085
31,44.932654145442044
32,45.11954907724476
33,45.254272184476015
34,45.487013914683274
35,45.75960443345649
36,45.90664612557096
37,46.11173978262586
38,46.355034744480626
39,46.54866371659291
40,46.75479889753409
41,46.93921283840091
42,47.12202609363008
43,47.33289392940749
44,47.50994466543701
45,47.694515098154305
46,47.90952998999979
47,48.142669638950814
48,48.30506745035613
49,48.492969859397185
50,60.56056056056056
51,60.58029014507254
52,60.38679559853284
53,59.5648912228057
54,59.431886377275454
55,59.4599099849975
56,59.537076725246465
57,59.132391548943616
58,59.52883653739304
59,59.565956595659564
60,59.66906082371125
61,59.704975414617884
62,59.71228556042772
63,59.89713550967926
64,60.00400026668444
65,60.07250453153322
66,60.156479792929
67,60.30335018612145
68,60.397915679772616
69,60.35801790089504
70,60.43621124815468
71,60.307286694849765
72,60.52002260967868
73,60.58585774407267
74,60.59842393695748
75,60.76387553367437
76,60.82817882143783
77,60.87717418479232
78,61.0365874685334
79,61.14537151238375
80,61.18261879415465
81,61.24566392699772
82,61.32307039607261
83,61.354745727815526
84,61.40746878482242
85,61.418372732575904
86,61.46652612232763
87,61.4831969262349
88,61.51952614169594
89,61.566539163479085
90,61.56003804970853
91,61.625276792304575
92,61.68748110421173
93,61.74231232528012
94,61.783595191004245
95,61.87960607839301
96,61.96940360433201
97,62.04087585158024
98,62.11555337864038
99,62.2032440648813
100,67.36736736736736
101,68.23411705852926
102,67.82260753584528
103,67.39184796199049
104,67.0134026805361
105,66.82780463410569
106,66.6809544220603
107,66.77084635579448
108,66.35181686854095
109,66.2066206620662
110,66.40603691244658
111,66.48054004500375
112,66.68205246557427
113,66.77619829987856
114,66.85112340822721
115,66.84792799549972
116,66.84510853579623
117,66.82037890993944
118,66.78772566977209
119,66.85334266713336
120,66.8698509452831
121,66.87576708032184
122,66.95073698856471
123,66.94028917871577
124,66.98667946717869
125,67.006423323974
126,67.02100077780659
127,67.07382406514519
128,67.14714300493121
129,67.26890896363211
130,67.29249330623568
131,67.2771024094503
132,67.35961695808965
133,67.3137445218977
134,67.35906740192577
135,67.31020306119615
136,67.34236060434066
137,67.31229769204452
138,67.3401882099541
139,67.28918222955573
140,67.29432425181102
141,67.32541250982166
142,67.42017256215262
143,67.43335075797177
144,67.50150003333407
145,67.49277158199091
146,67.5312240685972
147,67.63057563699243
148,67.6768913651299
149,67.70735414708294
150,68.76876876876877
151,69.63481740870435
152,70.09003001000333
153,70.6176544136034
154,70.41408281656331
155,70.92848808134688
156,70.8101157308187
157,70.75884485560695
158,70.65229469941104
159,70.58705870587059
160,70.76097827075189
161,70.73089424118676
162,70.72851757827526
163,70.57646974783913
164,70.67804520301354
165,70.66066629164322
166,70.58650508853462
167,70.53725206955941
168,70.51423759145219
169,70.48852442622132
170,70.53669222343922
171,70.32592390563208
172,70.45088916909431
173,70.53627234468102
174,70.65882635305412
175,70.61040809261895
176,70.62113411607838
177,70.68823886567377
178,70.7369219628263
179,70.78569285642855
180,70.83776896028904
181,70.88346510828464
182,70.89002697051426
183,70.90502661842996
184,70.87916797622789
185,70.91308091891442
186,70.97759398902673
187,71.01765835943051
188,71.03259057924562
189,71.03927598189955
190,71.06270884655723
191,71.10407390652158
192,71.11793297518547
193,71.13343485079206
194,71.13713638080846
195,71.19502597882563
196,71.26534607119301
197,71.22648388508094
198,71.3259454274577
199,71.39942798855976
200,73.17317317317317
201,73.78689344672337
202,73.15771923974658
203,73.19329832458115
204,73.2746549309862
205,73.52892148691448
206,73.82483211887413
207,73.45918239779972
208,73.5192799199911
209,73.57735773577357
210,73.8067097008819
211,73.80615051254271
212,73.71336256635126
213,73.73383813129509
214,73.69824654976999
215,73.8171135695981
216,73.82198952879581
217,74.0207789321629
218,73.91967998315701
219,74.02370118505925
220,73.89399495214057
221,73.83062866493931
222,73.90756119831298
223,74.01558398266594
224,73.95095803832153
225,73.91053502057771
226,73.99903700137043
227,73.98121361477196
228,74.0370357598538
229,74.02913430447681
230,74.07980902609762
231,74.15231725991437
232,74.1689142095215
233,74.1610047354334
234,74.09068830538016
235,74.1465040695575
236,74.09659720532987
237,74.11510829232348
238,74.05318085079105
239,74.08935223380584
240,74.09692919339496
241,74.09224029143552
242,74.09242075397103
243,74.16304916020819
244,74.20387119713772
245,74.16030783277897
246,74.15476925040959
247,74.14737807037646
248,74.23824976019918
249,74.30748614972299
250,74.17417417417417
251,75.53776888444222
252,76.15871957319106
253,76.0440110027507
254,75.59511902380476
255,75.72928821470245
256,75.86798114016288
257,75.75946993374171
258,75.68618735415046
259,75.68756875687569
260,75.71597417947086
261,75.61463455287941
262,75.43657204400338
263,75.49110650760768
264,75.55170344689645
265,75.32970810675667
266,75.26913347843991
267,75.3430746152564
268,75.36186115058688
269,75.2437621881094
270,75.31787227963237
271,75.27160325469339
272,75.39458237314666
273,75.44481020042502
274,75.39501580063202
275,75.5105965614062
276,75.58798474017556
277,75.47412407585985
278,75.48536156419186
279,75.52585086169539
280,75.60566469886125
281,75.5648614019188
282,75.52047031728235
283,75.50810317950528
284,75.52215777593645
285,75.5382093947054
286,75.56420443795778
287,75.57304139582621
288,75.58398933305982
289,75.56938923473086
290,75.57013585697212
291,75.59227600657158
292,75.53431475150585
293,75.53580763199163
294,75.59279095091001
295,75.61903519641731
296,75.67395050958531
297,75.71616075334903
298,75.77705667462601
299,75.83351667033341
300,78.37837837837837
301,79.73986993496749
302,78.29276425475159
303,78.09452363090773
304,77.85557111422284
305,78.21303550591766
306,78.26832404629232
307,78.18477309663707
308,78.20868985442827
309,78.00780078007801
310,77.89799072642967
311,77.63980331694307
312,77.55981229325333
313,77.53410957925566
314,77.42516167744516
315,77.41108819301206
316,77.52220718865816
317,77.43207955997555
318,77.29354176535607
319,77.29386469323467
320,77.2751083384923
321,77.22623755625256
322,77.23379277359885
323,77.25321888412017
324,77.27909116364654
325,77.36451401976998
326,77.33990147783251
327,77.25990213936213
328,77.3302527673368
329,77.39591319710657
330,77.44765960192264
331,77.44929529047782
332,77.4387102639474
333,77.40521780052354
334,77.39363981828052
335,77.42159504430678
336,77.3588475364199
337,77.36782546909129
338,77.36095797328137
339,77.35943398584965
340,77.36774067660187
341,77.39708088287816
342,77.41342821926091
343,77.45857860405918
344,77.42616502588946
345,77.44950977195157
346,77.4612225792038
347,77.4891143565491
348,77.51586767076878
349,77.56155123102462
350,80.48048048048048
351,79.9399699849925
352,79.29309769923307
353,79.19479869967492
354,79.375875175035
355,79.27987997999666
356,79.1827403914845
357,79.19739967495937
358,79.16435159462162
359,79.20792079207921
360,79.32539321756524
361,79.19826652221019
362,79.24455727363643
363,79.09850703621687
364,78.99859990666044
365,78.94243390211888
366,78.93993764339079
367,78.93216289793878
368,78.86204537080899
369,78.80394019700985
370,78.65136435068337
371,78.62630119550889
372,78.5686334188443
373,78.66994458102421
374,78.81115244609785
375,78.83764760183084
376,78.91773769398867
377,78.90996107003822
378,78.96479188937549
379,79.00263342111404
380,78.983193006226
381,79.04622019438108
382,79.07815388345101
383,79.02585370157946
384,79.073687819652
385,79.10219728325787
386,79.12105732587368
387,79.07050185531199
388,79.14305495012692
389,79.10947773694342
390,79.11656381862973
391,79.16140860496678
392,79.16695737110166
393,79.17907225164208
394,79.18842640947577
395,79.253896823844
396,79.26551628758058
397,79.28915185733037
398,79.37508928753648
399,79.43558871177423
400,79.57957957957957
401,79.98999499749875
402,79.82660886962321
403,80.22005501375344
404,80.29605921184236
405,80.2133688948158
406,80.25432204600658
407,80.33504188023502
408,80.39782198022003
409,80.41804180418042
410,80.4345849622693
411,80.32336028002334
412,80.32156319716901
413,80.19144224587471
414,80.31868791252751
415,80.24876554784674
416,80.31060650626507
417,80.27668203789099
418,80.2936996684036
419,80.28401420071003
420,80.33239678079909
421,80.35819809991364
422,80.2860993956259
423,80.25751072961373
424,80.33121324852993
425,80.31462748567253
426,80.30297418422904
427,80.3957284188721
428,80.39242732508018
429,80.5326844228141
430,80.53163005258234
431,80.51501609425294
432,80.49031788842086
433,80.48766140180594
434,80.46801337181063
435,80.4605683491208
436,80.43460634071191
437,80.50211847680202
438,80.47642247237108
439,80.50701267531689
440,80.5361106368448
441,80.56382294816544
442,80.62513081699575
443,80.64501465942408
444,80.6417920398231
445,80.65392725928824
446,80.65277984637972
447,80.6787641409196
448,80.70981040429396
449,80.77761555231105
450,80.98098098098099
451,81.14057028514257
452,81.56052017339113
453,81.64541135283821
454,81.73634726945389
455,81.91365227537923
456,82.11173024717817
457,82.16027003375422
458,82.15357261917991
459,82.31823182318232
460,82.12564778616238
461,82.00683390282524
462,81.69089929994615
463,81.50582184441745
464,81.60544036269084
465,81.6738546159135
466,81.74010235896229
467,81.73787432635146
468,81.75167114058635
469,81.87409370468524
470,81.8562788704224
471,81.92645120232739
472,81.86442888821253
