,acc
0,62.26226226226226
1,74.88744372186093
2,80.19339779926642
3,83.59589897474369
4,85.49709941988398
5,86.96449408234706
6,88.0697242463209
7,88.78609826228279
8,89.13212579175465
9,89.73897389738974
10,90.3263933084826
11,90.78256521376781
12,91.15316562812524
13,91.44938924208871
14,91.71944796319755
15,91.99324957809863
16,92.24072004235543
17,92.43291293960776
18,92.67329859466288
19,92.85464273213661
20,93.00442878232296
21,93.1496886222101
22,93.33449280403495
23,93.46639443310139
24,93.63974558982359
25,93.74591330435786
26,93.82199340716323
27,93.91049680345726
28,94.0239318597193
29,94.13313777125904
30,94.2352979128359
31,94.30607206475203
32,94.41801266705052
33,94.48513191564457
34,94.56555901597189
35,94.63873996499903
36,94.7025595286359
37,94.7524934866707
38,94.82807251467986
39,94.86237155928899
40,94.92182736164297
41,94.97130884068669
42,95.0487220633038
43,95.09307029705221
44,95.15322562723617
45,95.18467792778104
46,95.21479180408093
47,95.24365090939395
48,95.28765893181493
49,95.32190643812876
50,95.38422322006313
51,95.4191426758207
52,95.46029170361705
53,95.49621289283135
54,95.53628247786324
55,95.56956374220968
56,95.61044930612817
57,95.653373334023
58,95.72026644519399
59,95.76492941549026
60,98.3983983983984
61,98.34917458729365
62,98.3994664888296
63,98.22455613903476
64,98.27965593118624
65,98.31638606434406
66,98.31404486355194
67,98.36229528691086
68,98.29981109012112
69,98.34983498349835
70,98.40894626784254
71,98.4248687390616
72,98.46142010923917
73,98.49274948210586
74,98.49989999333289
75,98.49365585349085
76,98.53520795340903
77,98.50547252625145
78,98.48939417864098
79,98.46992349617481
80,98.45230725272631
81,98.48629483158325
82,98.49558676464194
83,98.4916038168257
84,98.4759390375615
85,98.45378668410324
86,98.43327530649283
87,98.43922997249902
88,98.41373840477257
89,98.43661455381846
90,98.43543340107746
91,98.44682646332699
92,98.43328585714718
93,98.42936556957558
94,98.41995485585302
95,98.40551126420178
96,98.41347063434146
97,98.3894313008237
98,98.38713813174697
99,98.39495987399685
100,98.39996097465792
101,98.39043786756828
102,98.40228842531222
103,98.41360030909793
104,98.42218715971467
105,98.42170481967
106,98.41911530032554
107,98.42080043334236
108,98.40404906222577
109,98.39396787935759
110,98.39016451302967
111,98.39035366064732
112,98.39242249853771
113,98.39811848367562
114,98.39633447880871
115,98.39639993571313
116,98.4069895963087
117,98.42755909584648
118,98.44573636841302
119,98.45664094401573
120,98.69869869869869
121,98.54927463731866
122,98.56618872957652
123,98.6496624156039
124,98.75975195039008
125,98.86647774629105
126,98.92841834547792
127,98.87485935741968
128,98.89987776419602
129,98.93989398939894
130,98.9453586689699
131,99.0082506875573
132,99.02300176936687
133,99.04278877062647
134,99.04660310687379
135,99.04369023063941
136,99.03523736690394
137,99.05550308350463
138,99.07889888941523
139,99.03495174758739
140,99.04757369398543
141,99.0454111550525
142,99.0564807165529
143,99.04162673444726
144,99.04796191847674
145,99.03073195122889
146,99.01848216600615
147,99.03567984570877
148,99.02755267423015
149,99.033301110037
150,99.02577502500081
151,99.02809462795712
152,99.03027364465589
153,99.0235006911968
154,99.0314008971685
155,99.02497291591433
156,99.0026757479932
157,98.99207873891419
158,98.98458934844483
159,98.9649741243531
160,98.94631576379912
161,98.9475939903331
162,98.94416149212772
163,98.94770335689448
164,98.96442143158737
165,98.96084697493424
166,98.94891380667674
167,98.95831163149232
168,98.9489581420029
169,98.94797895957919
170,98.94507735445794
171,98.9557491490221
172,98.94337629011868
173,98.93701735217319
174,98.94543537155221
175,98.94819550349114
176,98.95261320374041
177,98.95687856687184
178,98.96947405888235
179,98.97498291638193
180,99.3993993993994
181,99.2496248124062
182,99.1997332444148
183,99.17479369842461
184,99.27985597119424
185,99.29988331388564
186,99.24274896413773
187,99.19989998749844
188,99.15546171796866
189,99.16991699169917
190,99.1999272661151
191,99.21660138344862
192,99.2614816524348
193,99.27851989427816
194,99.29328621908127
195,99.30620663791487
196,99.28819342314254
197,99.28884938052114
198,99.26838254644981
199,99.2849642482124
200,99.280918138959
201,99.26814855220692
202,99.2912735336319
203,99.295803991833
204,99.29597183887356
205,99.29228047232586
206,99.26293566428386
207,99.26783099396407
208,99.26894030828649
209,99.27664255475183
210,99.2838478660602
211,99.29372792899778
212,99.29391799751508
213,99.31174446307244
214,99.30855167290494
215,99.30553626489625
216,99.28646720181627
217,99.27892839285245
218,99.26921203107771
219,99.26748168704218
220,99.26827483597161
221,99.26664920593348
222,99.25812228191353
223,99.2704379644992
224,99.26442809840219
225,99.2695493380291
226,99.25955871401518
227,99.25415112814851
228,99.25304598053022
